train :  Epoch 17 ,accuracy : 0.3047, time 7m 33s
train :  Epoch 18 ,accuracy : 0.3057, time 7m 42s
train :  Epoch 19 ,accuracy : 0.3047, time 7m 41s
val :  Epoch 0 ,accuracy : 0.1767, time 0m 44s
val :  Epoch 1 ,accuracy : 0.2142, time 0m 28s
val :  Epoch 2 ,accuracy : 0.2295, time 0m 27s
val :  Epoch 3 ,accuracy : 0.2416, time 0m 28s
val :  Epoch 4 ,accuracy : 0.2374, time 0m 34s
val :  Epoch 5 ,accuracy : 0.2525, time 0m 29s
val :  Epoch 6 ,accuracy : 0.2605, time 0m 30s
val :  Epoch 7 ,accuracy : 0.2819, time 0m 29s
val :  Epoch 8 ,accuracy : 0.2863, time 0m 29s
val :  Epoch 9 ,accuracy : 0.2895, time 0m 29s
val :  Epoch 10 ,accuracy : 0.2902, time 0m 29s
val :  Epoch 11 ,accuracy : 0.2889, time 0m 30s
val :  Epoch 12 ,accuracy : 0.2923, time 0m 31s
val :  Epoch 13 ,accuracy : 0.2888, time 0m 32s
val :  Epoch 14 ,accuracy : 0.2898, time 0m 32s
val :  Epoch 15 ,accuracy : 0.2918, time 0m 32s
val :  Epoch 16 ,accuracy : 0.2944, time 0m 30s
val :  Epoch 17 ,accuracy : 0.2911, time 0m 30s
val :  Epoch 18 ,accuracy : 0.2907, time 0m 31s
val :  Epoch 19 ,accuracy : 0.2928, time 0m 31s
Training complete in 158m 23s 
Exponential_Best val Acc: 0.294386 
